,pid,a,b,gid,gname,difficulty,avg_correct,avg_duration,avg_done,gnumber,gnumber_1,gnumber_2
19,4c4c0ecc-e644-11e7-84da-136c69c2ca67,0.9730326500572152,0.4206070235364032,a3198e92-53f4-11e7-89ef-83dd2de961d1,利用菱形的性质求线段长,65.0,0.5868263473053892,60587.416167664676,334,18-2.2.3,18,2
20,55181770-1d18-11e8-a272-53021670d14a,0.814186560780764,0.5,a3bc66e4-53f4-11e7-8a3a-f323ee9be2d9,一次函数的图象辨析,75.0,0.75,45150.0,4,19-2.2.13,19,2
21,614c1c20-1d19-11e8-abb9-1fe48841d455,0.7760132664922396,-1.2214478429978148,a3d0af46-53f4-11e7-8a40-eb3b0a11bb59,给定直线上两点坐标，求一次函数解析式,85.0,0.2523809523809524,19264.33333333333,210,19-2.2.19,19,2
22,c46db132-ca77-11e7-b002-471ba2b7e706,0.4937957743229098,-1.9499429628494207,a149674a-53f4-11e7-8978-1f60fbee9d27,已知三角形两边及夹角求第三边,85.0,0.13432835820895522,35814.76119402985,134,17-9.1.3,17,9
23,c6564a9e-1d25-11e8-86f4-3b0738cf0425,0.10433591902373483,-3.682879365771598,a407607c-53f4-11e7-8a4e-b3e2d834dc66,挖掘一次函数中的几何条件解决问题,95.0,0.024657534246575345,19933.136986301368,365,19-9.1.2,19,9
24,e8d5deb6-e622-11e7-9543-130f0d42d06d,0.3856540043130631,2.255924673704116,a328cda8-53f4-11e7-89fb-f7a1c4882314,与菱形有关的周长计算,65.0,0.9,18033.766666666666,30,18-2.2.12,18,2
25,19d6e084-e644-11e7-a1d9-876ede46c7b4,0.8194743958656322,1.0927801879392176,a3198e92-53f4-11e7-89ef-83dd2de961d1,利用菱形的性质求线段长,65.0,0.7228571428571429,53432.59285714286,700,18-2.2.3,18,2
26,3ec201f4-2dab-11e8-b898-dfd9660c90dd,0.5502131169815201,-1.8041967154631144,a2f74f12-53f4-11e7-89d6-b7bd8cc736dd,利用平行四边形的性质求线段长,75.0,0.15402843601895735,227862.91943127962,422,18-1.1.3,18,1
27,61e87088-ca72-11e7-be08-134d24131505,0.8173496349812929,1.0993487098319472,a0fad45e-53f4-11e7-8966-ef3891d4f27d,结合代数变形利用勾股定理作计算,75.0,0.7241379310344828,53537.724137931036,29,17-1.1.25,17,1
28,eba5a3c4-57e8-11e7-b68e-db00140062cb,0.3569399043847528,-2.3467789335872022,a112b826-53f4-11e7-896b-eb394ec22421,已知三角形三边求高,85.0,0.09151414309484192,19621.044925124792,601,17-9.1.6,17,9
29,056908c8-57e9-11e7-bdb4-6356573d9ead,0.9064017774035146,0.7839343008848058,a385bedc-53f4-11e7-8a2d-cf4f00acce6a,求一次函数与坐标轴的交点,65.0,0.6612244897959184,32254.277551020412,245,19-2.2.2,19,2
30,0592a732-57e9-11e7-bdbf-37c4d3b0faa0,0.8120930000833664,1.1154612636985046,a36868c8-53f4-11e7-8a23-4fa52ac347f0,判断实际问题对应的函数图象,75.0,0.7272727272727273,17830.4494949495,198,19-1.2.2,19,1
31,06b1d1ba-57e9-11e7-be17-1316072d4b25,0.426059759851968,2.1359746722870767,a36afa84-53f4-11e7-8a24-375234305a08,从实际问题的函数图象中获取信息,,0.8876404494382022,32462.348314606737,178,19-1.2.3,19,1
32,1d971cec-ca1b-11e7-b951-3706585eebce,0.8405714885119627,1.0256373606532994,a12869be-53f4-11e7-8970-135394e8b621,利用勾股定理的逆定理证直角,75.0,0.7096774193548387,32671.09677419355,31,17-2.1.4,17,2
33,040d55ec-57e9-11e7-bd5f-fbefedff2f2a,0.7161031470750647,1.3845337353020493,a3d737e4-53f4-11e7-8a42-af9172eff8be,根据一次函数图象求一元一次方程的解,55.0,0.7777777777777778,24466.33333333333,72,19-2.3.1,19,2
34,042403dc-57e9-11e7-bd66-0fb9a79c8dc6,0.2603246227099161,2.703539502863078,a3d737e4-53f4-11e7-8a42-af9172eff8be,根据一次函数图象求一元一次方程的解,65.0,0.9354838709677421,22150.483870967742,31,19-2.3.1,19,2
35,09019e7a-276c-11e8-aa70-ef110392527c,0.15915570832272324,-3.2355480850603766,a01e90ca-53f4-11e7-8936-079ebbb5cb18,二次根式乘除混合运算(不含字母),95.0,0.03827751196172249,47819.36523125997,627,16-2.1.8,16,2
36,1e0b8f1c-30c5-11e8-b00d-633893952a90,0.814186560780764,0.5,a235edc2-53f4-11e7-89a8-6fa13bdb967b,利用平行四边形的性质与判定进行计算或证明,75.0,0.6,79158.2,5,18-1.2.4,18,1
37,2fd00e06-d406-11e7-bba6-bb000b968d4e,0.5644620413956517,-1.7681709424109724,a08976d8-53f4-11e7-8945-bbc1719b1d56,已知字母的值(共轭二次根式)，对式子化简求值,85.0,0.1592356687898089,48525.30573248409,157,16-3.1.13,16,3
38,6000950c-276f-11e8-922c-ebd9b0c8387f,0.4998111230014621,-1.9340950366069003,a028be92-53f4-11e7-8938-bfc4b8b7df9b,给出二次根式，判断是不是同类二次根式,85.0,0.13636363636363635,47274.772727272735,22,16-3.1.1,16,3
39,0cbd04d0-57e9-11e7-bfc3-4bfac9d08f5f,0.814186560780764,0.5,a3bc66e4-53f4-11e7-8a3a-f323ee9be2d9,一次函数的图象辨析,75.0,0.0,24316.66666666667,3,19-2.2.13,19,2
40,48212bf0-30c9-11e8-9abb-2371d00e3dfc,0.791547556553997,-1.5,a22050f2-53f4-11e7-89a4-4b19f86fd80f,已知“两组对边”或“两组对角”判定平行四边形,65.0,1.0,9933.0,1,18-1.2.1,18,1
41,7d454abe-c9f4-11e7-9ac6-076d35cf5584,0.6295333089034771,-1.6052034019272092,a11a5766-53f4-11e7-896d-5b78f9d1dba0,逆命题与逆定理,55.0,0.18439716312056734,38835.86524822695,141,17-2.1.1,17,2
42,85541a1a-c9f8-11e7-a825-a7686ceab75b,0.8984268063000804,0.8167983666861343,a11ce6f2-53f4-11e7-896e-6f17bb396af4,用勾股定理的逆定理判定直角三角形,55.0,0.6678832116788321,27845.97810218978,274,17-2.1.2,17,2
43,f21c8dea-1d1c-11e8-a8aa-8bd22cdde020,0.2614366352205537,-2.698830944585968,a445c2fe-53f4-11e7-8a6a-534cd3cd9228,根据自变量及函数值的取值范围求一次函数的解析式,85.0,0.06481481481481481,17557.546296296296,108,19-2.2.28,19,2
44,f6c34b12-57e8-11e7-ba05-9336b5adaeee,0.33086965421043274,2.434286341655401,a03e5540-53f4-11e7-893d-973bbce2e39c,计算复杂二次根式的乘法,65.0,0.915994623655914,24738.738575268817,1488,16-3.1.5,16,3
45,1f1472e2-c9f6-11e7-a63e-ab81a24ed3bb,0.9894747054631072,-0.2628139639648697,a11a5766-53f4-11e7-896d-5b78f9d1dba0,逆命题与逆定理,75.0,0.4457142857142857,26741.622857142866,175,17-2.1.1,17,2
46,7aa33858-30c3-11e8-9f45-a3986b64878b,0.9266648826126186,-0.6936764780293461,a3395d62-53f4-11e7-8a08-7bcabe13f709,利用中位线的性质作证明,75.0,0.35714285714285715,43630.03571428572,28,18-1.2.10,18,1
47,a6fda182-1d03-11e8-9879-17cbf3c6c665,0.9599441810930408,-0.5125825295869597,a42a5758-53f4-11e7-8a5b-f323cd3f5d34,根据正比例函数的定义求字母的值,85.0,0.3942470389170897,22759.68358714044,591,19-2.1.7,19,2
48,a9f9a406-2e7b-11e8-813a-e712a349e001,0.9332241775844824,-0.6618821543516147,a205c570-53f4-11e7-89a0-9f3c036a2751,平行四边形的邻角角平分线垂直,85.0,0.3636363636363637,27392.318181818184,66,18-1.1.8,18,1
49,b8a190ca-cf6e-11e7-9650-87963787a601,0.9421223126903427,0.6161676590407446,a032e598-53f4-11e7-893a-4f828eea778d,二次根式加减混合运算(不含字母),65.0,0.6270096463022508,58404.079314040726,933,16-3.1.3,16,3
50,e93dd44e-57e8-11e7-b5db-837c4f4474ff,0.4336950697112131,2.1141738007950948,a01abc20-53f4-11e7-8935-7376779a2c45,挖掘隐藏条件化简含字母的二次根式,85.0,0.8852459016393442,13031.06010928962,183,16-2.1.7,16,2
51,eb304c82-57e8-11e7-b66b-c7738664709d,0.9307106600198516,-0.6742403936777095,a0f30102-53f4-11e7-8964-53146663ad8b,利用勾股定理计算最短路径,85.0,0.3611111111111111,20934.722222222223,36,17-1.1.18,17,1
52,274dcac6-1d25-11e8-9867-7b46008355c9,0.5978087379966731,-1.6845121554080968,a407607c-53f4-11e7-8a4e-b3e2d834dc66,挖掘一次函数中的几何条件解决问题,95.0,0.17183098591549295,8894.853521126759,355,19-9.1.2,19,9
53,00028706-57e9-11e7-bc58-4f5cfe29c055,0.971185007526868,-0.434771574523269,a370133e-53f4-11e7-8a26-63b2aea79793,用描点法作函数图象,65.0,0.41025641025641024,46125.05128205128,78,19-1.2.5,19,1
54,06e3d57a-57e9-11e7-be28-7fd82d8d3299,0.6222320034757004,,a3ea2372-53f4-11e7-8a47-3f691dd50e7d,用一次函数解行程类问题,85.0,0.16666666666666666,43566.833333333336,6,19-3.1.1,19,3
55,d91af384-04a5-11e8-9199-5bbd41f4a31f,0.9999999999999996,3.65544650554516e-18,a2243230-53f4-11e7-89a5-a7dc5b6af5e2,已知“一组对边”或“对角线”判定平行四边形,55.0,0.5,47572.38461538462,78,18-1.2.2,18,1
56,de575042-e531-11e7-8928-4be0ab86e3b5,0.7249037551947713,-1.361321307737208,a23ed50e-53f4-11e7-89a9-97470685f003,平行线间的距离,65.0,0.22641509433962265,143794.320754717,53,18-1.2.5,18,1
57,021f0f60-fc20-11e7-872e-ab12bc5e48aa,0.791547556553997,-1.5,a445c2fe-53f4-11e7-8a6a-534cd3cd9228,根据自变量及函数值的取值范围求一次函数的解析式,65.0,0.25,14802.75,8,19-2.2.28,19,2
58,704acd6a-cf90-11e7-9a38-7f16ba26adf2,0.7962211611185557,-1.163008002056947,a09f1e7a-53f4-11e7-894a-87976dea8b1a,在含有二次根式的等式中找规律,95.0,0.2635379061371841,66453.56678700361,277,16-9.1.2,16,9
59,ed3d835a-57e8-11e7-b70e-13eda38142ed,0.6966805913160881,1.4350907182963797,a16d132a-53f4-11e7-897f-1bb26d23fceb,利用勾股定理把二次根式构造成线段,95.0,0.7867803837953091,5673.464818763327,469,17-9.1.12,17,9
60,fa8888e4-ca56-11e7-bd9e-d758a6aeb582,0.6466036645733475,-1.5624017560437513,a112b826-53f4-11e7-896b-eb394ec22421,已知三角形三边求高,85.0,0.19141914191419146,15508.640264026399,606,17-9.1.6,17,9
61,37bc191e-04c3-11e8-9364-6f891ac96db9,0.814186560780764,0.5,a336e9ce-53f4-11e7-8a06-f316295dbf5b,利用中位线的性质求角度,75.0,1.0,11892.5,2,18-1.2.7,18,1
62,9baa5ede-2e78-11e8-ae62-6f4d08789a8b,0.7715661233510767,-1.2340329187251398,a3092002-53f4-11e7-89e3-13a0602cf1d9,与平行四边形有关的面积计算或证明,75.0,0.25,78239.07894736843,76,18-1.1.16,18,1
63,9bcb13d8-ca58-11e7-b117-331ae4cc2c24,0.4445165426417206,-2.0836837110639834,a1511ce2-53f4-11e7-897a-63db36fb5c41,构造特殊直角三角形证明特殊角,95.0,0.11818181818181818,19518.62575757576,660,17-9.1.5,17,9
64,b704dc7a-e645-11e7-ac75-37d806394585,0.6031706815072149,-1.6711075648649016,a3198e92-53f4-11e7-89ef-83dd2de961d1,利用菱形的性质求线段长,75.0,0.17391304347826084,238972.0434782609,23,18-2.2.3,18,2
65,f7c11540-fc24-11e7-bdd5-8bf3534a40b1,0.9641984124570292,0.4846045481955225,a425ecea-53f4-11e7-8a59-b7d3235ede80,利用一次函数图象，已知y的范围求x的范围,65.0,0.6,61278.45,20,19-2.3.6,19,2
66,46617a62-c851-11e7-9050-e7813acb4450,0.791547556553997,-1.5,a0bec5cc-53f4-11e7-8959-d3a83e5fe9bf,用代数法证明勾股定理,65.0,0.8,31134.0,5,17-1.1.3,17,1
67,6b00b52c-c9af-11e7-9a16-b316e75d7a82,0.6779005191945321,1.4832532385324233,a0c2b7ae-53f4-11e7-895a-0707d1cab530,已知直角三角形两边求第三边,55.0,0.7951807228915663,44504.7108433735,249,17-1.1.4,17,1
68,7986cfa0-c9cd-11e7-8cc4-57e3743abd90,0.9985136958468468,0.0987744157807552,a0d83e62-53f4-11e7-895e-23d38bdc07e7,利用勾股定理在数轴上表示无理数,85.0,0.5204081632653061,18806.525510204083,196,17-1.1.8,17,1
69,ea7eb7c4-57e8-11e7-b639-77501d96ca89,0.794760426818453,1.167306607078257,a0ccd9aa-53f4-11e7-895b-97a01a86f305,已知直角三角形两边求第三边(分类讨论),65.0,0.7372881355932204,19706.449152542373,118,17-1.1.5,17,1
70,ee44f1f2-57e8-11e7-b75f-43c65e4bf841,0.4428366528236107,2.088386795880776,a25d58c6-53f4-11e7-89b0-6feb5b2dc546,利用直角三角形斜边中线求角度或线段长,65.0,0.8823529411764706,17759.23529411765,17,18-2.1.6,18,2
71,fef54394-57e8-11e7-bc0c-731980719adb,0.9911401376763084,0.24113194199185564,a364a1ac-53f4-11e7-8a22-afd5f30f3089,判断图象是否为函数的图象,55.0,0.5498098859315589,15313.325475285172,1315,19-1.2.1,19,1
72,c213639a-e4a4-11e7-aaa0-bb4bd8f4020e,0.6668360089474711,-1.5113665233323614,a3395d62-53f4-11e7-8a08-7bcabe13f709,利用中位线的性质作证明,75.0,0.2,25284.0,10,18-1.2.10,18,1
73,fffe5604-57e8-11e7-bc57-67a9b8d07a1d,0.8333532455707008,1.0490254782069066,a370133e-53f4-11e7-8a26-63b2aea79793,用描点法作函数图象,65.0,0.7142857142857143,39041.42857142857,14,19-1.2.5,19,1
74,03f02418-57e9-11e7-bd55-ab6768efb0c7,0.9963644289207269,-0.1544762308439262,a3c2b0ee-53f4-11e7-8a3c-33f1a42ef363,一次函数的左右平移,75.0,0.4680851063829787,35426.12765957447,47,19-2.2.15,19,2
75,059901ae-57e9-11e7-bdc1-3b4343dca534,0.6335847926850585,1.5950596679825957,a36868c8-53f4-11e7-8a23-4fa52ac347f0,判断实际问题对应的函数图象,75.0,0.813953488372093,14017.511627906975,86,19-1.2.2,19,1
76,1ee5ddca-f44d-11e7-b8a2-23cc0388b2d8,0.8914760068268549,-0.8444386030370532,a3897f04-53f4-11e7-8a2e-5bdb98fe0cd3,作一次函数的图象,55.0,0.32653061224489793,63561.94421768707,735,19-2.2.3,19,2
77,44d98f6e-1d1e-11e8-b14b-7772ff59f567,0.9855311596570959,-0.3081246165210125,a3dae0d8-53f4-11e7-8a43-b718b013ccf1,给定两个一次函数，求交点坐标,75.0,0.4363636363636363,50290.69090909091,55,19-2.3.2,19,2
78,036938ea-57e9-11e7-bd2a-5745f23547e8,0.717909687699533,1.3797856192151796,a35e3ace-53f4-11e7-8a20-1bd31b2dcdc9,根据实际意义求自变量的取值范围,65.0,0.7769230769230769,19580.19230769231,130,19-1.1.6,19,1
79,4fa7599a-276d-11e8-82e9-67cdbbf1c35c,0.2487323523381372,-2.7537158022330215,9ffaff5c-53f4-11e7-892d-33d24922419f,根据二次根式的化简结果求字母的取值范围,95.0,0.061417322834645675,30739.409448818897,635,16-1.1.7,16,1
80,63551dc4-f43c-11e7-89fb-e3fb1d00512b,0.6746409005087912,-1.4915527867991667,a424a042-53f4-11e7-8a58-7f3afbf366ae,判断两个变量是不是正比例关系,65.0,0.2033898305084746,14083.135593220339,59,19-2.1.2,19,2
81,6c81659a-2698-11e8-9d10-c787f981ee9a,0.5979225255466774,-1.684227625502685,a2e6b51c-53f4-11e7-89d0-2b4545a74618,四边形中的将军饮马类问题,85.0,0.171875,26419.578125,64,18-9.1.7,18,9
82,0707195e-57e9-11e7-be33-8fc9edca8506,0.8864170312279968,0.8640249782847352,a3d0af46-53f4-11e7-8a40-eb3b0a11bb59,给定直线上两点坐标，求一次函数解析式,75.0,0.6774193548387096,52778.838709677424,31,19-2.2.19,19,2
83,0cc83d14-57e9-11e7-bfc6-0b805c98f5c7,0.814186560780764,0.5,a3f6d464-53f4-11e7-8a4a-37f0554774f9,求两个一次函数图象与坐标轴围成的三角形面积,75.0,0.0,116314.0,1,19-2.3.10,19,2
84,e808dc40-57e8-11e7-b583-c3711e90d95a,0.4347596113657852,2.111153627025807,9ff208fc-53f4-11e7-892a-0baf674e12d1,根据二次根式的性质化简式子(简单),55.0,0.8849104859335039,12955.818779685791,2737,16-1.1.5,16,1
85,fc8e5276-57e8-11e7-bb6c-777cef976a76,0.8308205888536694,1.0571250966112338,a00293ca-53f4-11e7-892f-6fef8fca8c73,将根号外的式子移到根号内,75.0,0.7158774373259053,23886.8356545961,359,16-2.1.2,16,2
86,3685e986-cf5c-11e7-92fb-0bbdb2d14801,0.9786766944150896,0.3740287576253079,9ffed51e-53f4-11e7-892e-6357a018a8f6,二次根式的乘法,,0.5772281847876808,79743.38450769949,2143,16-2.1.1,16,2
87,a8cbf656-fc30-11e7-a673-a7d424edd8e0,0.957674667636263,-0.5269017192774368,a3dae0d8-53f4-11e7-8a43-b718b013ccf1,给定两个一次函数，求交点坐标,55.0,0.39130434782608703,52616.95652173913,23,19-2.3.2,19,2
88,eed4e636-57e8-11e7-b78e-ff7a57226829,0.791547556553997,-1.5,a2c315da-53f4-11e7-89c7-c7d431a3934d,与菱形的周长或面积相关的计算,65.0,0.3333333333333333,94257.88888888886,9,18-2.3.10,18,2
89,03eafe20-57e9-11e7-bd53-7bfc2f9c7a9f,0.814186560780764,0.5,a3c2b0ee-53f4-11e7-8a3c-33f1a42ef363,一次函数的左右平移,75.0,1.0,9643.416666666666,12,19-2.2.15,19,2
90,322abce8-e62e-11e7-8663-d78f3930d6f8,0.9109925734905772,0.7643971867596504,a297d3b6-53f4-11e7-89bd-039b0470bc74,正方形中的垂直线段,75.0,0.657258064516129,112324.83870967742,248,18-2.3.4,18,2
91,7750e1d8-e617-11e7-97f1-5f7bb658d1b2,0.5176667968450994,1.8875381379057288,a27e740c-53f4-11e7-89b8-07be0bc10d5f,给出条件判定是不是菱形,55.0,0.8575063613231552,9656.837150127229,393,18-2.2.6,18,2
92,ff1b80a4-57e8-11e7-bc14-fb98e923bc4c,0.8080706914410712,-2.5,a378f4f4-53f4-11e7-8a29-5309cb62072c,正比例函数的图象特征,55.0,0.0,13045.0,1,19-2.1.3,19,2
93,37d78422-20e5-11e8-8768-9f0694331cd3,0.5993139085139145,-1.6807486838429373,a11ce6f2-53f4-11e7-896e-6f17bb396af4,用勾股定理的逆定理判定直角三角形,85.0,0.1724137931034483,114832.96551724135,29,17-2.1.2,17,2
94,8cd0995e-c9ed-11e7-a49c-6708da4e7ef8,0.9184293098334796,0.7316733638620132,a17ee898-53f4-11e7-8980-ff2b82eb84d4,网格中线段的计算,65.0,0.6506024096385542,38113.0843373494,83,17-1.1.22,17,1
95,c33c5dc8-326d-11e8-91cf-3fb1be7c5564,0.6559543308648342,-1.5388663884402443,a2c6e214-53f4-11e7-89c8-37fccf958203,判断中点四边形的形状,65.0,0.19534883720930232,41594.2511627907,215,18-2.3.17,18,2
96,cb22a95e-e5f9-11e7-bc32-972964e4c218,0.9491867449057396,-0.5773247000025898,a3053fc8-53f4-11e7-89e0-db61f6541e7d,计算平行四边形的个数,75.0,0.3809523809523809,28938.476190476187,21,18-1.2.12,18,1
97,d16d4650-e641-11e7-9d8b-f7abc940b32d,0.3397339461413997,-2.4039380058896995,a2ce9c16-53f4-11e7-89ca-cb867bbacbd0,在四边形中利用倍长中线转化条件,95.0,0.08653846153846154,27249.105769230766,416,18-9.1.1,18,9
98,eb115490-f41d-11e7-a345-67bdbbacfac8,0.9841965185629984,0.3220172392200716,a35420b6-53f4-11e7-8a1d-f716601f31b6,判断常量与变量,55.0,0.5665024630541872,34661.23645320197,203,19-1.1.1,19,1
99,ee1a1ec8-57e8-11e7-b755-7f79a6fe7139,0.714833079884137,1.3878668443298112,a255b878-53f4-11e7-89ae-5b2a4119e0db,矩形的性质,55.0,0.7783768444948922,10052.38819523269,3524,18-2.1.2,18,2
100,f736beee-57e8-11e7-ba27-1bcfb8c93a3c,0.5307110566728139,-1.8539289162483168,a0976a5e-53f4-11e7-8948-cbdd21f0f7f1,分子有理化比较大小,95.0,0.14705882352941174,12181.35294117647,68,16-3.1.15,16,3
101,891b4536-fbff-11e7-8d5d-07ba414b6281,0.6692208448226588,1.5053209124422102,a42d8fa4-53f4-11e7-8a5d-d7ffd09cb78a,给出正比例函数图象上的某点坐标，求函数解析式,65.0,0.7989690721649485,35862.865979381444,388,19-2.1.9,19,2
102,edf60416-57e8-11e7-b74c-03ae3950ae9c,0.8596035365481992,-0.9615724639240836,a242b5ac-53f4-11e7-89aa-db07b54455e9,利用中位线的性质求线段长,55.0,0.30303030303030304,54608.57575757576,33,18-1.2.6,18,1
103,eeba2aa8-57e8-11e7-b785-43e28527555f,0.7239999068786728,1.3637150069372588,a2bf43e2-53f4-11e7-89c6-47d6ed60a93f,与平行四边形周长或面积相关的计算,55.0,0.7740189445196209,52852.08930987821,1478,18-2.3.8,18,2
104,121c117a-f427-11e7-a143-0fec31957cbc,1.0000000000000002,5.561707034783438e-17,a3e2834c-53f4-11e7-8a45-73e21ab0be17,利用一次函数图象，已知x的范围求y的范围,65.0,0.5,21057.416666666668,12,19-2.3.5,19,2
105,24674c44-57e9-11e7-bfa2-3b33d6456b2c,0.814186560780764,0.5,a217628a-53f4-11e7-89a3-9bfad678d958,已知平行四边形求顶点坐标,75.0,1.0,16969.0,2,18-1.1.10,18,1
106,2e479120-e636-11e7-a961-c3d6c1958074,0.5993139085139146,-1.6807486838429369,a31333f8-53f4-11e7-89ea-07da955ac24d,矩形与等腰三角形结合的计算或证明,85.0,0.1724137931034483,56682.25944170773,609,18-2.1.15,18,2
107,70f59a8e-57e9-11e7-b509-0f15d1bb93c5,0.9439495150805308,0.606357999340502,a3fe7548-53f4-11e7-8a4c-972b206c2f7a,一次函数中复杂的面积问题,85.0,0.625,129599.8125,16,19-2.3.12,19,2
108,a328349e-1cfb-11e8-9ba4-6325ae7aafcb,0.9244191115666064,-0.7042374104808964,a35a7bd2-53f4-11e7-8a1f-639b8601411c,根据题意列函数关系式,85.0,0.3549883990719257,60929.85614849188,862,19-1.1.5,19,1
109,a5144cb2-326c-11e8-9496-8b5b8926dc34,0.5526985597782842,-1.7978961308280068,a2ce9c16-53f4-11e7-89ca-cb867bbacbd0,在四边形中利用倍长中线转化条件,85.0,0.15492957746478872,38659.95774647888,71,18-9.1.1,18,9
110,b2c31eb4-1d23-11e8-9346-2307e0c48969,0.15700070821418582,-3.250062654128384,a3f30dac-53f4-11e7-8a49-236c484431d1,求一次函数图象与坐标轴围成的三角形面积,95.0,0.03773584905660377,13952.51886792453,106,19-2.3.9,19,2
111,b324f93e-1d07-11e8-9209-e7472755d389,0.814186560780764,0.5,a381e000-53f4-11e7-8a2c-9b8c61ddf90d,判断函数是不是一次函数,75.0,0.5714285714285714,20778.714285714286,7,19-2.2.1,19,2
